source_file,bulletin_year,bulletin_month,table_type,preference_category,all_chargeability_areas_except_those_listed,china_mainland_born,el_salvador_guatemala_honduras,india,mexico,philippines,vietnam
data/raw/visa_bulletins/html/2024/visa-bulletin-for-december-2024.html,2024,December,final_action,5th Set Aside: Rural (20%),C,C,,C,C,C,
data/raw/visa_bulletins/html/2024/visa-bulletin-for-december-2024.html,2024,December,final_action,5th Set Aside: High Unemployment (10%),C,C,,C,C,C,
data/raw/visa_bulletins/html/2024/visa-bulletin-for-december-2024.html,2024,December,final_action,5th Set Aside: Infrastructure (2%),C,C,,C,C,C,
data/raw/visa_bulletins/html/2024/visa-bulletin-for-december-2024.html,2024,December,dates_for_filing,1st,C,01JAN23,,15APR22,C,C,
data/raw/visa_bulletins/html/2024/visa-bulletin-for-december-2024.html,2024,December,dates_for_filing,2nd,01AUG23,01OCT20,,01JAN13,01AUG23,01AUG23,
data/raw/visa_bulletins/html/2024/visa-bulletin-for-december-2024.html,2024,December,dates_for_filing,3rd,01MAR23,15NOV20,,08JUN13,01MAR23,01MAR23,
data/raw/visa_bulletins/html/2024/visa-bulletin-for-december-2024.html,2024,December,dates_for_filing,Other Workers,22MAY21,01JAN18,,08JUN13,22MAY21,22MAY21,
data/raw/visa_bulletins/html/2024/visa-bulletin-for-december-2024.html,2024,December,dates_for_filing,4th,01FEB21,01FEB21,,01FEB21,01FEB21,01FEB21,
data/raw/visa_bulletins/html/2024/visa-bulletin-for-december-2024.html,2024,December,dates_for_filing,Certain Religious Workers,01FEB21,01FEB21,,01FEB21,01FEB21,01FEB21,
data/raw/visa_bulletins/html/2024/visa-bulletin-for-december-2024.html,2024,December,dates_for_filing,"5th Unreserved (including C5, T5, I5, R5)",C,01OCT16,,01APR22,C,C,
data/raw/visa_bulletins/html/2024/visa-bulletin-for-december-2024.html,2024,December,dates_for_filing,5th Set Aside: (Rural - 20%),C,C,,C,C,C,
data/raw/visa_bulletins/html/2024/visa-bulletin-for-december-2024.html,2024,December,dates_for_filing,5th Set Aside: (High Unemployment - 10%),C,C,,C,C,C,
data/raw/visa_bulletins/html/2024/visa-bulletin-for-december-2024.html,2024,December,dates_for_filing,5th Set Aside: (Infrastructure - 2%),C,C,,C,C,C,
data/raw/visa_bulletins/html/2024/visa-bulletin-for-february-2024.html,2024,February,final_action,1st,C,01JUL22,,01SEP20,C,C,
data/raw/visa_bulletins/html/2024/visa-bulletin-for-february-2024.html,2024,February,final_action,2nd,15NOV22,01JAN20,,01MAR12,15NOV22,15NOV22,
data/raw/visa_bulletins/html/2024/visa-bulletin-for-february-2024.html,2024,February,final_action,3rd,01SEP22,01SEP20,,01JUL12,01SEP22,01SEP22,
data/raw/visa_bulletins/html/2024/visa-bulletin-for-february-2024.html,2024,February,final_action,Other Workers,01SEP20,01JAN17,,01JUL12,01SEP20,01MAY20,
data/raw/visa_bulletins/html/2024/visa-bulletin-for-february-2024.html,2024,February,final_action,4th,15MAY19,15MAY19,,15MAY19,15MAY19,15MAY19,
data/raw/visa_bulletins/html/2024/visa-bulletin-for-february-2024.html,2024,February,final_action,Certain Religious Workers,15MAY19,15MAY19,,15MAY19,15MAY19,15MAY19,
data/raw/visa_bulletins/html/2024/visa-bulletin-for-february-2024.html,2024,February,final_action,"5th Unreserved (including C5, T5, I5, R5)",C,15DEC15,,01DEC20,C,C,
data/raw/visa_bulletins/html/2024/visa-bulletin-for-february-2024.html,2024,February,final_action,5th Set Aside: Rural (20%),C,C,,C,C,C,
data/raw/visa_bulletins/html/2024/visa-bulletin-for-february-2024.html,2024,February,final_action,5th Set Aside: High Unemployment (10%),C,C,,C,C,C,
data/raw/visa_bulletins/html/2024/visa-bulletin-for-february-2024.html,2024,February,final_action,5th Set Aside: Infrastructure (2%),C,C,,C,C,C,
data/raw/visa_bulletins/html/2024/visa-bulletin-for-february-2024.html,2024,February,dates_for_filing,1st,C,01JAN23,,01JAN21,C,C,
data/raw/visa_bulletins/html/2024/visa-bulletin-for-february-2024.html,2024,February,dates_for_filing,2nd,15FEB23,01JUN20,,15MAY12,15FEB23,15FEB23,
data/raw/visa_bulletins/html/2024/visa-bulletin-for-february-2024.html,2024,February,dates_for_filing,3rd,01FEB23,01JUL21,,01AUG12,01FEB23,01JAN23,
data/raw/visa_bulletins/html/2024/visa-bulletin-for-february-2024.html,2024,February,dates_for_filing,Other Workers,15DEC20,01JUN17,,01AUG12,15DEC20,15MAY20,
data/raw/visa_bulletins/html/2024/visa-bulletin-for-february-2024.html,2024,February,dates_for_filing,4th,01SEP19,01SEP19,,01SEP19,01SEP19,01SEP19,
data/raw/visa_bulletins/html/2024/visa-bulletin-for-february-2024.html,2024,February,dates_for_filing,Certain Religious Workers,01SEP19,01SEP19,,01SEP19,01SEP19,01SEP19,
data/raw/visa_bulletins/html/2024/visa-bulletin-for-february-2024.html,2024,February,dates_for_filing,"5th Unreserved (including C5, T5, I5, R5)",C,01JAN17,,01APR22,C,C,
data/raw/visa_bulletins/html/2024/visa-bulletin-for-february-2024.html,2024,February,dates_for_filing,5th Set Aside: (Rural - 20%),C,C,,C,C,C,
data/raw/visa_bulletins/html/2024/visa-bulletin-for-february-2024.html,2024,February,dates_for_filing,5th Set Aside: (High Unemployment - 10%),C,C,,C,C,C,
data/raw/visa_bulletins/html/2024/visa-bulletin-for-february-2024.html,2024,February,dates_for_filing,5th Set Aside: (Infrastructure - 2%),C,C,,C,C,C,
data/raw/visa_bulletins/html/2024/visa-bulletin-for-january-2024.html,2024,January,final_action,1st,C,01JUL22,,01SEP20,C,C,
data/raw/visa_bulletins/html/2024/visa-bulletin-for-january-2024.html,2024,January,final_action,2nd,01NOV22,01JAN20,,01MAR12,01NOV22,01NOV22,
data/raw/visa_bulletins/html/2024/visa-bulletin-for-january-2024.html,2024,January,final_action,3rd,01AUG22,01SEP20,,01JUN12,01AUG22,01AUG22,
data/raw/visa_bulletins/html/2024/visa-bulletin-for-january-2024.html,2024,January,final_action,Other Workers,01SEP20,01JAN17,,01JUN12,01SEP20,01MAY20,
data/raw/visa_bulletins/html/2024/visa-bulletin-for-january-2024.html,2024,January,final_action,4th,15MAY19,15MAY19,,15MAY19,15MAY19,15MAY19,
data/raw/visa_bulletins/html/2024/visa-bulletin-for-january-2024.html,2024,January,final_action,Certain Religious Workers,15MAY19,15MAY19,,15MAY19,15MAY19,15MAY19,
data/raw/visa_bulletins/html/2024/visa-bulletin-for-january-2024.html,2024,January,final_action,"5th Unreserved (including C5, T5, I5, R5)",C,08DEC15,,01DEC20,C,C,
data/raw/visa_bulletins/html/2024/visa-bulletin-for-january-2024.html,2024,January,final_action,5th Set Aside: Rural (20%),C,C,,C,C,C,
data/raw/visa_bulletins/html/2024/visa-bulletin-for-january-2024.html,2024,January,final_action,5th Set Aside: High Unemployment (10%),C,C,,C,C,C,
data/raw/visa_bulletins/html/2024/visa-bulletin-for-january-2024.html,2024,January,final_action,5th Set Aside: Infrastructure (2%),C,C,,C,C,C,
data/raw/visa_bulletins/html/2024/visa-bulletin-for-january-2024.html,2024,January,dates_for_filing,1st,C,01JAN23,,01JAN21,C,C,
data/raw/visa_bulletins/html/2024/visa-bulletin-for-january-2024.html,2024,January,dates_for_filing,2nd,15FEB23,01JUN20,,15MAY12,15FEB23,15FEB23,
data/raw/visa_bulletins/html/2024/visa-bulletin-for-january-2024.html,2024,January,dates_for_filing,3rd,01FEB23,01JUL21,,01AUG12,01FEB23,01JAN23,
data/raw/visa_bulletins/html/2024/visa-bulletin-for-january-2024.html,2024,January,dates_for_filing,Other Workers,15DEC20,01JUN17,,01AUG12,15DEC20,15MAY20,
data/raw/visa_bulletins/html/2024/visa-bulletin-for-january-2024.html,2024,January,dates_for_filing,4th,01SEP19,01SEP19,,01SEP19,01SEP19,01SEP19,
data/raw/visa_bulletins/html/2024/visa-bulletin-for-january-2024.html,2024,January,dates_for_filing,Certain Religious Workers,01SEP19,01SEP19,,01SEP19,01SEP19,01SEP19,
data/raw/visa_bulletins/html/2024/visa-bulletin-for-january-2024.html,2024,January,dates_for_filing,"5th Unreserved (including C5, T5, I5, R5)",C,01JAN17,,01APR22,C,C,
data/raw/visa_bulletins/html/2024/visa-bulletin-for-january-2024.html,2024,January,dates_for_filing,5th Set Aside: (Rural - 20%),C,C,,C,C,C,
data/raw/visa_bulletins/html/2024/visa-bulletin-for-january-2024.html,2024,January,dates_for_filing,5th Set Aside: (High Unemployment - 10%),C,C,,C,C,C,
data/raw/visa_bulletins/html/2024/visa-bulletin-for-january-2024.html,2024,January,dates_for_filing,5th Set Aside: (Infrastructure - 2%),C,C,,C,C,C,
data/raw/visa_bulletins/html/2024/visa-bulletin-for-july-2024.html,2024,July,final_action,1st,C,01NOV22,,01FEB22,C,C,
data/raw/visa_bulletins/html/2024/visa-bulletin-for-july-2024.html,2024,July,final_action,2nd,15MAR23,01MAR20,,15JUN12,15MAR23,15MAR23,
data/raw/visa_bulletins/html/2024/visa-bulletin-for-july-2024.html,2024,July,final_action,3rd,01DEC21,01SEP20,,22SEP12,01DEC21,01DEC21,
data/raw/visa_bulletins/html/2024/visa-bulletin-for-july-2024.html,2024,July,final_action,Other Workers,01JAN21,01JAN17,,22SEP12,01JAN21,01MAY20,
data/raw/visa_bulletins/html/2024/visa-bulletin-for-july-2024.html,2024,July,final_action,4th,01JAN21,01JAN21,,01JAN21,01JAN21,01JAN21,
data/raw/visa_bulletins/html/2024/visa-bulletin-for-july-2024.html,2024,July,final_action,Certain Religious Workers,01JAN21,01JAN21,,01JAN21,01JAN21,01JAN21,
data/raw/visa_bulletins/html/2024/visa-bulletin-for-july-2024.html,2024,July,final_action,"5th Unreserved (including C5, T5, I5, R5)",C,15DEC15,,01DEC20,C,C,
data/raw/visa_bulletins/html/2024/visa-bulletin-for-july-2024.html,2024,July,final_action,5th Set Aside: Rural (20%),C,C,,C,C,C,
data/raw/visa_bulletins/html/2024/visa-bulletin-for-july-2024.html,2024,July,final_action,5th Set Aside: High Unemployment (10%),C,C,,C,C,C,
data/raw/visa_bulletins/html/2024/visa-bulletin-for-july-2024.html,2024,July,final_action,5th Set Aside: Infrastructure (2%),C,C,,C,C,C,
data/raw/visa_bulletins/html/2024/visa-bulletin-for-july-2024.html,2024,July,dates_for_filing,1st,C,01JAN23,,08FEB22,C,C,
data/raw/visa_bulletins/html/2024/visa-bulletin-for-july-2024.html,2024,July,dates_for_filing,2nd,22MAR23,01JUN20,,22JUN12,22MAR23,22MAR23,
data/raw/visa_bulletins/html/2024/visa-bulletin-for-july-2024.html,2024,July,dates_for_filing,3rd,01FEB23,01JUL21,,01OCT12,01FEB23,01JAN23,
data/raw/visa_bulletins/html/2024/visa-bulletin-for-july-2024.html,2024,July,dates_for_filing,Other Workers,08JAN21,01JUN17,,01OCT12,08JAN21,15MAY20,
data/raw/visa_bulletins/html/2024/visa-bulletin-for-july-2024.html,2024,July,dates_for_filing,4th,01FEB21,01FEB21,,01FEB21,01FEB21,01FEB21,
data/raw/visa_bulletins/html/2024/visa-bulletin-for-july-2024.html,2024,July,dates_for_filing,Certain Religious Workers,01FEB21,01FEB21,,01FEB21,01FEB21,01FEB21,
data/raw/visa_bulletins/html/2024/visa-bulletin-for-july-2024.html,2024,July,dates_for_filing,"5th Unreserved (including C5, T5, I5, R5)",C,01JAN17,,01APR22,C,C,
data/raw/visa_bulletins/html/2024/visa-bulletin-for-july-2024.html,2024,July,dates_for_filing,5th Set Aside: (Rural - 20%),C,C,,C,C,C,
data/raw/visa_bulletins/html/2024/visa-bulletin-for-july-2024.html,2024,July,dates_for_filing,5th Set Aside: (High Unemployment - 10%),C,C,,C,C,C,
data/raw/visa_bulletins/html/2024/visa-bulletin-for-july-2024.html,2024,July,dates_for_filing,5th Set Aside: (Infrastructure - 2%),C,C,,C,C,C,
data/raw/visa_bulletins/html/2024/visa-bulletin-for-june-2024.html,2024,June,final_action,1st,C,01SEP22,,01MAR21,C,C,
data/raw/visa_bulletins/html/2024/visa-bulletin-for-june-2024.html,2024,June,final_action,2nd,15JAN23,01FEB20,,15APR12,15JAN23,15JAN23,
data/raw/visa_bulletins/html/2024/visa-bulletin-for-june-2024.html,2024,June,final_action,3rd,22NOV22,01SEP20,,22AUG12,22NOV22,22NOV22,
data/raw/visa_bulletins/html/2024/visa-bulletin-for-june-2024.html,2024,June,final_action,Other Workers,08OCT20,01JAN17,,22AUG12,08OCT20,01MAY20,
data/raw/visa_bulletins/html/2024/visa-bulletin-for-june-2024.html,2024,June,final_action,4th,01NOV20,01NOV20,,01NOV20,01NOV20,01NOV20,
data/raw/visa_bulletins/html/2024/visa-bulletin-for-june-2024.html,2024,June,final_action,Certain Religious Workers,01NOV20,01NOV20,,01NOV20,01NOV20,01NOV20,
data/raw/visa_bulletins/html/2024/visa-bulletin-for-june-2024.html,2024,June,final_action,"5th Unreserved (including C5, T5, I5, R5)",C,15DEC15,,01DEC20,C,C,
data/raw/visa_bulletins/html/2024/visa-bulletin-for-june-2024.html,2024,June,final_action,5th Set Aside: Rural (20%),C,C,,C,C,C,
data/raw/visa_bulletins/html/2024/visa-bulletin-for-june-2024.html,2024,June,final_action,5th Set Aside: High Unemployment (10%),C,C,,C,C,C,
data/raw/visa_bulletins/html/2024/visa-bulletin-for-june-2024.html,2024,June,final_action,5th Set Aside: Infrastructure (2%),C,C,,C,C,C,
data/raw/visa_bulletins/html/2024/visa-bulletin-for-june-2024.html,2024,June,dates_for_filing,1st,C,01JAN23,,01APR21,C,C,
data/raw/visa_bulletins/html/2024/visa-bulletin-for-june-2024.html,2024,June,dates_for_filing,2nd,15FEB23,01JUN20,,15MAY12,15FEB23,15FEB23,
data/raw/visa_bulletins/html/2024/visa-bulletin-for-june-2024.html,2024,June,dates_for_filing,3rd,01FEB23,01JUL21,,15SEP12,01FEB23,01JAN23,
data/raw/visa_bulletins/html/2024/visa-bulletin-for-june-2024.html,2024,June,dates_for_filing,Other Workers,15DEC20,01JUN17,,15SEP12,15DEC20,15MAY20,
data/raw/visa_bulletins/html/2024/visa-bulletin-for-june-2024.html,2024,June,dates_for_filing,4th,01DEC20,01DEC20,,01DEC20,01DEC20,01DEC20,
data/raw/visa_bulletins/html/2024/visa-bulletin-for-june-2024.html,2024,June,dates_for_filing,Certain Religious Workers,01DEC20,01DEC20,,01DEC20,01DEC20,01DEC20,
data/raw/visa_bulletins/html/2024/visa-bulletin-for-june-2024.html,2024,June,dates_for_filing,"5th Unreserved (including C5, T5, I5, R5)",C,01JAN17,,01APR22,C,C,
data/raw/visa_bulletins/html/2024/visa-bulletin-for-june-2024.html,2024,June,dates_for_filing,5th Set Aside: (Rural - 20%),C,C,,C,C,C,
data/raw/visa_bulletins/html/2024/visa-bulletin-for-june-2024.html,2024,June,dates_for_filing,5th Set Aside: (High Unemployment - 10%),C,C,,C,C,C,
data/raw/visa_bulletins/html/2024/visa-bulletin-for-june-2024.html,2024,June,dates_for_filing,5th Set Aside: (Infrastructure - 2%),C,C,,C,C,C,
data/raw/visa_bulletins/html/2024/visa-bulletin-for-march-2024.html,2024,March,final_action,1st,C,15JUL22,,01OCT20,C,C,
data/raw/visa_bulletins/html/2024/visa-bulletin-for-march-2024.html,2024,March,final_action,2nd,22NOV22,01JAN20,,01MAR12,22NOV22,22NOV22,
data/raw/visa_bulletins/html/2024/visa-bulletin-for-march-2024.html,2024,March,final_action,3rd,08SEP22,01SEP20,,01JUL12,08SEP22,08SEP22,
data/raw/visa_bulletins/html/2024/visa-bulletin-for-march-2024.html,2024,March,final_action,Other Workers,08SEP20,01JAN17,,01JUL12,08SEP20,01MAY20,
data/raw/visa_bulletins/html/2024/visa-bulletin-for-march-2024.html,2024,March,final_action,4th,01DEC19,01DEC19,,01DEC19,01DEC19,01DEC19,
data/raw/visa_bulletins/html/2024/visa-bulletin-for-march-2024.html,2024,March,final_action,Certain Religious Workers,01DEC19,01DEC19,,01DEC19,01DEC19,01DEC19,
data/raw/visa_bulletins/html/2024/visa-bulletin-for-march-2024.html,2024,March,final_action,"5th Unreserved (including C5, T5, I5, R5)",C,15DEC15,,01DEC20,C,C,
data/raw/visa_bulletins/html/2024/visa-bulletin-for-march-2024.html,2024,March,final_action,5th Set Aside: Rural (20%),C,C,,C,C,C,
data/raw/visa_bulletins/html/2024/visa-bulletin-for-march-2024.html,2024,March,final_action,5th Set Aside: High Unemployment (10%),C,C,,C,C,C,
data/raw/visa_bulletins/html/2024/visa-bulletin-for-march-2024.html,2024,March,final_action,5th Set Aside: Infrastructure (2%),C,C,,C,C,C,
data/raw/visa_bulletins/html/2024/visa-bulletin-for-march-2024.html,2024,March,dates_for_filing,1st,C,01JAN23,,01JAN21,C,C,
data/raw/visa_bulletins/html/2024/visa-bulletin-for-march-2024.html,2024,March,dates_for_filing,2nd,15FEB23,01JUN20,,15MAY12,15FEB23,15FEB23,
data/raw/visa_bulletins/html/2024/visa-bulletin-for-march-2024.html,2024,March,dates_for_filing,3rd,01FEB23,01JUL21,,01AUG12,01FEB23,01JAN23,
data/raw/visa_bulletins/html/2024/visa-bulletin-for-march-2024.html,2024,March,dates_for_filing,Other Workers,15DEC20,01JUN17,,01AUG12,15DEC20,15MAY20,
data/raw/visa_bulletins/html/2024/visa-bulletin-for-march-2024.html,2024,March,dates_for_filing,4th,01JAN20,01JAN20,,01JAN20,01JAN20,01JAN20,
data/raw/visa_bulletins/html/2024/visa-bulletin-for-march-2024.html,2024,March,dates_for_filing,Certain Religious Workers,01JAN20,01JAN20,,01JAN20,01JAN20,01JAN20,
data/raw/visa_bulletins/html/2024/visa-bulletin-for-march-2024.html,2024,March,dates_for_filing,"5th Unreserved (including C5, T5, I5, R5)",C,01JAN17,,01APR22,C,C,
data/raw/visa_bulletins/html/2024/visa-bulletin-for-march-2024.html,2024,March,dates_for_filing,5th Set Aside: (Rural - 20%),C,C,,C,C,C,
data/raw/visa_bulletins/html/2024/visa-bulletin-for-march-2024.html,2024,March,dates_for_filing,5th Set Aside: (High Unemployment - 10%),C,C,,C,C,C,
data/raw/visa_bulletins/html/2024/visa-bulletin-for-march-2024.html,2024,March,dates_for_filing,5th Set Aside: (Infrastructure - 2%),C,C,,C,C,C,
data/raw/visa_bulletins/html/2024/visa-bulletin-for-may-2024.html,2024,May,final_action,1st,C,01SEP22,,01MAR21,C,C,
data/raw/visa_bulletins/html/2024/visa-bulletin-for-may-2024.html,2024,May,final_action,2nd,15JAN23,01FEB20,,15APR12,15JAN23,15JAN23,
data/raw/visa_bulletins/html/2024/visa-bulletin-for-may-2024.html,2024,May,final_action,3rd,22NOV22,01SEP20,,15AUG12,22NOV22,22NOV22,
data/raw/visa_bulletins/html/2024/visa-bulletin-for-may-2024.html,2024,May,final_action,Other Workers,08OCT20,01JAN17,,15AUG12,08OCT20,01MAY20,
data/raw/visa_bulletins/html/2024/visa-bulletin-for-may-2024.html,2024,May,final_action,4th,01NOV20,01NOV20,,01NOV20,01NOV20,01NOV20,
data/raw/visa_bulletins/html/2024/visa-bulletin-for-may-2024.html,2024,May,final_action,Certain Religious Workers,01NOV20,01NOV20,,01NOV20,01NOV20,01NOV20,
data/raw/visa_bulletins/html/2024/visa-bulletin-for-may-2024.html,2024,May,final_action,"5th Unreserved (including C5, T5, I5, R5)",C,15DEC15,,01DEC20,C,C,
data/raw/visa_bulletins/html/2024/visa-bulletin-for-may-2024.html,2024,May,final_action,5th Set Aside: Rural (20%),C,C,,C,C,C,
data/raw/visa_bulletins/html/2024/visa-bulletin-for-may-2024.html,2024,May,final_action,5th Set Aside: High Unemployment (10%),C,C,,C,C,C,
data/raw/visa_bulletins/html/2024/visa-bulletin-for-may-2024.html,2024,May,final_action,5th Set Aside: Infrastructure (2%),C,C,,C,C,C,
data/raw/visa_bulletins/html/2024/visa-bulletin-for-may-2024.html,2024,May,dates_for_filing,1st,C,01JAN23,,01APR21,C,C,
data/raw/visa_bulletins/html/2024/visa-bulletin-for-may-2024.html,2024,May,dates_for_filing,2nd,15FEB23,01JUN20,,15MAY12,15FEB23,15FEB23,
data/raw/visa_bulletins/html/2024/visa-bulletin-for-may-2024.html,2024,May,dates_for_filing,3rd,01FEB23,01JUL21,,15SEP12,01FEB23,01JAN23,
data/raw/visa_bulletins/html/2024/visa-bulletin-for-may-2024.html,2024,May,dates_for_filing,Other Workers,15DEC20,01JUN17,,15SEP12,15DEC20,15MAY20,
data/raw/visa_bulletins/html/2024/visa-bulletin-for-may-2024.html,2024,May,dates_for_filing,4th,01DEC20,01DEC20,,01DEC20,01DEC20,01DEC20,
data/raw/visa_bulletins/html/2024/visa-bulletin-for-may-2024.html,2024,May,dates_for_filing,Certain Religious Workers,01DEC20,01DEC20,,01DEC20,01DEC20,01DEC20,
data/raw/visa_bulletins/html/2024/visa-bulletin-for-may-2024.html,2024,May,dates_for_filing,"5th Unreserved (including C5, T5, I5, R5)",C,01JAN17,,01APR22,C,C,
data/raw/visa_bulletins/html/2024/visa-bulletin-for-may-2024.html,2024,May,dates_for_filing,5th Set Aside: (Rural - 20%),C,C,,C,C,C,
data/raw/visa_bulletins/html/2024/visa-bulletin-for-may-2024.html,2024,May,dates_for_filing,5th Set Aside: (High Unemployment - 10%),C,C,,C,C,C,
data/raw/visa_bulletins/html/2024/visa-bulletin-for-may-2024.html,2024,May,dates_for_filing,5th Set Aside: (Infrastructure - 2%),C,C,,C,C,C,
data/raw/visa_bulletins/html/2024/visa-bulletin-for-november-2024.html,2024,November,final_action,1st,C,08NOV22,,01FEB22,C,C,
data/raw/visa_bulletins/html/2024/visa-bulletin-for-november-2024.html,2024,November,final_action,2nd,15MAR23,22MAR20,,15JUL12,15MAR23,15MAR23,
data/raw/visa_bulletins/html/2024/visa-bulletin-for-november-2024.html,2024,November,final_action,3rd,15NOV22,01APR20,,01NOV12,15NOV22,15NOV22,
data/raw/visa_bulletins/html/2024/visa-bulletin-for-november-2024.html,2024,November,final_action,Other Workers,01DEC20,01JAN17,,01NOV12,01DEC20,01DEC20,
data/raw/visa_bulletins/html/2024/visa-bulletin-for-november-2024.html,2024,November,final_action,4th,01JAN21,01JAN21,,01JAN21,01JAN21,01JAN21,
data/raw/visa_bulletins/html/2024/visa-bulletin-for-november-2024.html,2024,November,final_action,Certain Religious Workers,01JAN21,01JAN21,,01JAN21,01JAN21,01JAN21,
data/raw/visa_bulletins/html/2024/visa-bulletin-for-november-2024.html,2024,November,final_action,"5th Unreserved (including C5, T5, I5, R5)",C,15JUL16,,01JAN22,C,C,
data/raw/visa_bulletins/html/2024/visa-bulletin-for-november-2024.html,2024,November,final_action,5th Set Aside: Rural (20%),C,C,,C,C,C,
data/raw/visa_bulletins/html/2024/visa-bulletin-for-november-2024.html,2024,November,final_action,5th Set Aside: High Unemployment (10%),C,C,,C,C,C,
data/raw/visa_bulletins/html/2024/visa-bulletin-for-november-2024.html,2024,November,final_action,5th Set Aside: Infrastructure (2%),C,C,,C,C,C,
data/raw/visa_bulletins/html/2024/visa-bulletin-for-november-2024.html,2024,November,dates_for_filing,1st,C,01JAN23,,15APR22,C,C,
data/raw/visa_bulletins/html/2024/visa-bulletin-for-november-2024.html,2024,November,dates_for_filing,2nd,01AUG23,01OCT20,,01JAN13,01AUG23,01AUG23,
data/raw/visa_bulletins/html/2024/visa-bulletin-for-november-2024.html,2024,November,dates_for_filing,3rd,01MAR23,15NOV20,,08JUN13,01MAR23,01MAR23,
data/raw/visa_bulletins/html/2024/visa-bulletin-for-november-2024.html,2024,November,dates_for_filing,Other Workers,22MAY21,01JAN18,,08JUN13,22MAY21,22MAY21,
data/raw/visa_bulletins/html/2024/visa-bulletin-for-november-2024.html,2024,November,dates_for_filing,4th,01FEB21,01FEB21,,01FEB21,01FEB21,01FEB21,
data/raw/visa_bulletins/html/2024/visa-bulletin-for-november-2024.html,2024,November,dates_for_filing,Certain Religious Workers,01FEB21,01FEB21,,01FEB21,01FEB21,01FEB21,
data/raw/visa_bulletins/html/2024/visa-bulletin-for-november-2024.html,2024,November,dates_for_filing,"5th Unreserved (including C5, T5, I5, R5)",C,01OCT16,,01APR22,C,C,
data/raw/visa_bulletins/html/2024/visa-bulletin-for-november-2024.html,2024,November,dates_for_filing,5th Set Aside: (Rural - 20%),C,C,,C,C,C,
data/raw/visa_bulletins/html/2024/visa-bulletin-for-november-2024.html,2024,November,dates_for_filing,5th Set Aside: (High Unemployment - 10%),C,C,,C,C,C,
data/raw/visa_bulletins/html/2024/visa-bulletin-for-november-2024.html,2024,November,dates_for_filing,5th Set Aside: (Infrastructure - 2%),C,C,,C,C,C,
data/raw/visa_bulletins/html/2024/visa-bulletin-for-october-2024.html,2024,October,final_action,1st,C,08NOV22,,01FEB22,C,C,
data/raw/visa_bulletins/html/2024/visa-bulletin-for-october-2024.html,2024,October,final_action,2nd,15MAR23,22MAR20,,15JUL12,15MAR23,15MAR23,
data/raw/visa_bulletins/html/2024/visa-bulletin-for-october-2024.html,2024,October,final_action,3rd,15NOV22,01APR20,,01NOV12,15NOV22,15NOV22,
data/raw/visa_bulletins/html/2024/visa-bulletin-for-october-2024.html,2024,October,final_action,Other Workers,01DEC20,01JAN17,,01NOV12,01DEC20,01DEC20,
data/raw/visa_bulletins/html/2024/visa-bulletin-for-october-2024.html,2024,October,final_action,4th,01JAN21,01JAN21,,01JAN21,01JAN21,01JAN21,
data/raw/visa_bulletins/html/2024/visa-bulletin-for-october-2024.html,2024,October,final_action,Certain Religious Workers,U,U,,U,U,U,
data/raw/visa_bulletins/html/2024/visa-bulletin-for-october-2024.html,2024,October,final_action,"5th Unreserved (including C5, T5, I5, R5)",C,15JUL16,,01JAN22,C,C,
data/raw/visa_bulletins/html/2024/visa-bulletin-for-october-2024.html,2024,October,final_action,5th Set Aside: Rural (20%),C,C,,C,C,C,
data/raw/visa_bulletins/html/2024/visa-bulletin-for-october-2024.html,2024,October,final_action,5th Set Aside: High Unemployment (10%),C,C,,C,C,C,
data/raw/visa_bulletins/html/2024/visa-bulletin-for-october-2024.html,2024,October,final_action,5th Set Aside: Infrastructure (2%),C,C,,C,C,C,
data/raw/visa_bulletins/html/2024/visa-bulletin-for-october-2024.html,2024,October,dates_for_filing,1st,C,01JAN23,,15APR22,C,C,
data/raw/visa_bulletins/html/2024/visa-bulletin-for-october-2024.html,2024,October,dates_for_filing,2nd,01AUG23,01OCT20,,01JAN13,01AUG23,01AUG23,
data/raw/visa_bulletins/html/2024/visa-bulletin-for-october-2024.html,2024,October,dates_for_filing,3rd,01MAR23,15NOV20,,08JUN13,01MAR23,01MAR23,
data/raw/visa_bulletins/html/2024/visa-bulletin-for-october-2024.html,2024,October,dates_for_filing,Other Workers,22MAY21,01JAN18,,08JUN13,22MAY21,22MAY21,
data/raw/visa_bulletins/html/2024/visa-bulletin-for-october-2024.html,2024,October,dates_for_filing,4th,01FEB21,01FEB21,,01FEB21,01FEB21,01FEB21,
data/raw/visa_bulletins/html/2024/visa-bulletin-for-october-2024.html,2024,October,dates_for_filing,Certain Religious Workers,01FEB21,01FEB21,,01FEB21,01FEB21,01FEB21,
data/raw/visa_bulletins/html/2024/visa-bulletin-for-october-2024.html,2024,October,dates_for_filing,"5th Unreserved (including C5, T5, I5, R5)",C,01OCT16,,01APR22,C,C,
data/raw/visa_bulletins/html/2024/visa-bulletin-for-october-2024.html,2024,October,dates_for_filing,5th Set Aside: (Rural - 20%),C,C,,C,C,C,
data/raw/visa_bulletins/html/2024/visa-bulletin-for-october-2024.html,2024,October,dates_for_filing,5th Set Aside: (High Unemployment - 10%),C,C,,C,C,C,
data/raw/visa_bulletins/html/2024/visa-bulletin-for-october-2024.html,2024,October,dates_for_filing,5th Set Aside: (Infrastructure - 2%),C,C,,C,C,C,
